"Date","Price","Open","High","Low","Vol.","Change %"
"09/24/2021","3,567,000","3,821,000","3,824,000","3,411,000","9.94K","-6.65%"
"09/23/2021","3,821,000","3,804,000","3,869,000","3,684,000","6.56K","0.45%"
"09/22/2021","3,804,000","3,440,000","3,814,000","3,382,000","13.01K","10.68%"
"09/21/2021","3,437,000","3,725,000","3,816,000","3,390,000","25.29K","-7.66%"
"09/20/2021","3,722,000","4,085,000","4,096,000","3,692,000","13.85K","-8.86%"
"09/19/2021","4,084,000","4,169,000","4,178,000","4,031,000","4.55K","-2.04%"
"09/18/2021","4,169,000","4,144,000","4,267,000","4,113,000","5.03K","0.63%"
"09/17/2021","4,143,000","4,277,000","4,299,000","4,084,000","5.41K","-3.13%"
"09/16/2021","4,277,000","4,285,000","4,354,000","4,197,000","7.52K","-0.19%"
"09/15/2021","4,285,000","4,127,000","4,290,000","4,023,000","12.93K","4.03%"
"09/14/2021","4,119,000","3,966,000","4,120,000","3,947,000","7.73K","3.86%"
"09/13/2021","3,966,000","4,079,000","4,109,000","3,841,000","4.64K","-2.77%"
"09/12/2021","4,079,000","3,958,000","4,156,000","3,916,000","5.25K","3.03%"
"09/11/2021","3,959,000","3,934,000","4,029,000","3,905,000","2.92K","0.64%"
"09/10/2021","3,934,000","4,122,000","4,234,000","3,882,000","10.82K","-4.56%"
"09/09/2021","4,122,000","4,223,000","4,257,000","4,073,000","8.50K","-2.39%"
"09/08/2021","4,223,000","4,147,000","4,302,000","3,828,000","10.52K","1.98%"
"09/07/2021","4,141,000","4,540,000","4,554,000","3,810,000","28.61K","-8.79%"
"09/06/2021","4,540,000","4,522,000","4,568,000","4,461,000","4.47K","0.38%"
"09/05/2021","4,523,000","4,507,000","4,570,000","4,431,000","5.28K","0.36%"
"09/04/2021","4,507,000","4,556,000","4,599,000","4,453,000","5.62K","-1.05%"
"09/03/2021","4,555,000","4,401,000","4,670,000","4,326,000","7.53K","3.52%"
"09/02/2021","4,400,000","4,426,000","4,447,000","4,322,000","6.97K","-0.59%"
"09/01/2021","4,426,000","4,019,000","4,443,000","3,965,000","14.25K","10.13%"
"08/31/2021","4,019,000","3,819,000","4,052,000","3,775,000","7.71K","5.24%"
"08/30/2021","3,819,000","3,778,000","3,916,000","3,700,000","14.54K","1.09%"
"08/29/2021","3,778,000","3,808,000","3,843,000","3,717,000","2.75K","-0.79%"
"08/28/2021","3,808,000","3,829,000","3,850,000","3,752,000","2.48K","-0.55%"
"08/27/2021","3,829,000","3,644,000","3,846,000","3,602,000","7.61K","5.11%"
"08/26/2021","3,643,000","3,768,000","3,782,000","3,597,000","5.12K","-3.32%"
"08/25/2021","3,768,000","3,728,000","3,779,000","3,604,000","4.66K","1.02%"
"08/24/2021","3,730,000","3,869,000","3,894,000","3,713,000","10.26K","-3.59%"
"08/23/2021","3,869,000","3,792,000","3,910,000","3,781,000","5.97K","2.03%"
"08/22/2021","3,792,000","3,797,000","3,828,000","3,696,000","5.50K","-0.13%"
"08/21/2021","3,797,000","3,840,000","3,859,000","3,773,000","5.44K","-1.12%"
"08/20/2021","3,840,000","3,740,000","3,866,000","3,728,000","10.45K","2.67%"
"08/19/2021","3,740,000","3,552,000","3,740,000","3,502,000","12.43K","5.35%"
"08/18/2021","3,550,000","3,541,000","3,650,000","3,452,000","10.55K","0.25%"
"08/17/2021","3,541,000","3,690,000","3,809,000","3,530,000","16.45K","-4.09%"
"08/16/2021","3,692,000","3,843,000","3,869,000","3,690,000","12.35K","-3.93%"
"08/15/2021","3,843,000","3,808,000","3,850,000","3,658,000","11.43K","0.92%"
"08/14/2021","3,808,000","3,845,000","3,867,000","3,722,000","7.01K","-0.96%"
"08/13/2021","3,845,000","3,573,000","3,848,000","3,556,000","15.51K","7.61%"
"08/12/2021","3,573,000","3,652,000","3,740,000","3,501,000","11.58K","-2.16%"
"08/11/2021","3,652,000","3,609,000","3,744,000","3,605,000","11.85K","1.19%"
"08/10/2021","3,609,000","3,618,000","3,695,000","3,541,000","11.35K","-0.25%"
"08/09/2021","3,618,000","3,493,000","3,640,000","3,353,000","13.88K","3.58%"
"08/08/2021","3,493,000","3,617,000","3,653,000","3,428,000","13.26K","-3.43%"
"08/07/2021","3,617,000","3,329,000","3,639,000","3,302,000","14.01K","8.65%"
"08/06/2021","3,329,000","3,259,000","3,390,000","3,161,000","16.80K","2.12%"
"08/05/2021","3,260,000","3,138,000","3,275,000","2,966,000","14.02K","3.89%"
"08/04/2021","3,138,000","2,946,000","3,183,000","2,873,000","19.71K","6.52%"
"08/03/2021","2,946,000","3,022,000","3,057,000","2,860,000","7.80K","-2.51%"
"08/02/2021","3,022,000","2,964,000","3,087,000","2,899,000","10.74K","1.96%"
"08/01/2021","2,964,000","2,931,000","3,131,000","2,915,000","20.49K","1.26%"
"07/31/2021","2,927,000","2,835,000","2,954,000","2,797,000","8.32K","3.25%"
"07/30/2021","2,835,000","2,733,000","2,844,000","2,677,000","9.59K","3.73%"
"07/29/2021","2,733,000","2,666,000","2,757,000","2,627,000","8.01K","2.51%"
"07/28/2021","2,666,000","2,658,000","2,721,000","2,609,000","7.74K","0.38%"
"07/27/2021","2,656,000","2,577,000","2,677,000","2,486,000","10.15K","3.07%"
"07/26/2021","2,577,000","2,543,000","2,808,000","2,522,000","30.44K","1.42%"
"07/25/2021","2,541,000","2,537,000","2,555,000","2,465,000","5.86K","0.91%"
"07/24/2021","2,518,000","2,475,000","2,539,000","2,452,000","28.93K","1.74%"
"07/23/2021","2,475,000","2,376,000","2,480,000","2,355,000","13.62K","4.17%"
"07/22/2021","2,376,000","2,360,000","2,400,000","2,305,000","8.53K","0.68%"
"07/21/2021","2,360,000","2,115,000","2,379,000","2,078,000","19.50K","11.58%"
"07/20/2021","2,115,000","2,164,000","2,185,000","2,041,000","10.19K","-2.26%"
"07/19/2021","2,164,000","2,240,000","2,264,000","2,156,000","7.38K","-3.39%"
"07/18/2021","2,240,000","2,241,000","2,341,000","2,226,000","6.73K","-0.04%"
"07/17/2021","2,241,000","2,217,000","2,261,000","2,188,000","4.93K","1.04%"
"07/16/2021","2,218,000","2,265,000","2,309,000","2,187,000","7.14K","-2.03%"
"07/15/2021","2,264,000","2,345,000","2,399,000","2,235,000","11.61K","-3.45%"
"07/14/2021","2,345,000","2,299,000","2,386,000","2,213,000","10.02K","2.00%"
"07/13/2021","2,299,000","2,403,000","2,417,000","2,272,000","12.76K","-4.33%"
"07/12/2021","2,403,000","2,510,000","2,539,000","2,380,000","14.89K","-4.22%"
"07/11/2021","2,509,000","2,494,000","2,548,000","2,454,000","7.89K","0.60%"
"07/10/2021","2,494,000","2,528,000","2,579,000","2,463,000","8.17K","-1.34%"
"07/09/2021","2,528,000","2,510,000","2,580,000","2,419,000","9.79K","0.72%"
"07/08/2021","2,510,000","2,712,000","2,726,000","2,491,000","13.14K","-7.45%"
"07/07/2021","2,712,000","2,706,000","2,785,000","2,701,000","12.09K","0.74%"
"07/06/2021","2,692,000","2,573,000","2,715,000","2,573,000","0.87K","4.54%"
"07/05/2021","2,575,000","2,693,000","2,693,000","2,575,000","10.01K","-4.38%"
"07/04/2021","2,693,000","2,697,000","2,699,000","2,693,000","11.16K","4.18%"
"07/03/2021","2,585,000","2,510,000","2,585,000","2,494,000","3.25K","2.91%"
"07/02/2021","2,512,000","2,473,000","2,512,000","2,473,000","8.49K","1.58%"
"07/01/2021","2,473,000","2,642,000","2,642,000","2,473,000","12.16K","-6.40%"
"06/30/2021","2,642,000","2,501,000","2,642,000","2,496,000","18.86K","5.64%"
"06/29/2021","2,501,000","2,416,000","2,568,000","2,416,000","13.62K","3.52%"
"06/28/2021","2,416,000","2,283,000","2,416,000","2,283,000","17.63K","5.83%"
"06/27/2021","2,283,000","2,138,000","2,283,000","2,129,000","10.07K","6.73%"
"06/26/2021","2,139,000","2,127,000","2,139,000","2,096,000","15.31K","0.56%"
"06/25/2021","2,127,000","2,309,000","2,309,000","2,127,000","16.95K","-7.88%"
"06/24/2021","2,309,000","2,286,000","2,309,000","2,286,000","14.37K","1.05%"
"06/23/2021","2,285,000","2,186,000","2,342,000","2,186,000","15.66K","4.58%"
"06/22/2021","2,185,000","2,218,000","2,218,000","2,185,000","31.70K","-1.67%"
"06/21/2021","2,222,000","2,638,000","2,638,000","2,222,000","28.86K","-15.74%"
"06/20/2021","2,637,000","2,570,000","2,637,000","2,570,000","13.05K","2.65%"
"06/19/2021","2,569,000","2,650,000","2,650,000","2,569,000","8.34K","-2.98%"
"06/18/2021","2,648,000","2,793,000","2,793,000","2,648,000","17.41K","-5.19%"
"06/17/2021","2,793,000","2,794,000","2,845,000","2,787,000","9.73K","-0.07%"
"06/16/2021","2,795,000","2,939,000","2,939,000","2,795,000","19.53K","-4.90%"
"06/15/2021","2,939,000","2,964,000","2,980,000","2,939,000","8.83K","-0.84%"
"06/14/2021","2,964,000","2,880,000","2,964,000","2,880,000","9.50K","2.92%"
"06/13/2021","2,880,000","2,760,000","2,880,000","2,740,000","19.32K","4.54%"
"06/12/2021","2,755,000","2,747,000","2,755,000","2,747,000","7.71K","0.29%"
"06/11/2021","2,747,000","2,883,000","2,883,000","2,747,000","14.51K","-4.68%"
"06/10/2021","2,882,000","3,018,000","3,018,000","2,882,000","13.90K","-4.51%"
"06/09/2021","3,018,000","2,894,000","3,018,000","2,894,000","27.13K","4.28%"
"06/08/2021","2,894,000","3,008,000","3,008,000","2,894,000","24.17K","-3.85%"
"06/07/2021","3,010,000","3,162,000","3,230,000","3,010,000","33.55K","-4.75%"
"06/06/2021","3,160,000","3,106,000","3,160,000","3,106,000","7.38K","1.74%"
"06/05/2021","3,106,000","3,132,000","3,132,000","3,069,000","13.32K","-0.86%"
"06/04/2021","3,133,000","3,310,000","3,310,000","3,125,000","14.55K","-5.29%"
"06/03/2021","3,308,000","3,149,000","3,308,000","3,149,000","10.71K","5.05%"
"06/02/2021","3,149,000","3,101,000","3,149,000","3,101,000","15.41K","1.48%"
"06/01/2021","3,103,000","3,172,000","3,172,000","3,103,000","16.98K","-2.14%"
"05/31/2021","3,171,000","2,891,000","3,171,000","2,845,000","22.13K","9.69%"
"05/30/2021","2,891,000","2,809,000","2,934,000","2,809,000","15.56K","2.77%"
"05/29/2021","2,813,000","2,953,000","2,953,000","2,813,000","31.16K","-4.84%"
"05/28/2021","2,956,000","3,313,000","3,313,000","2,956,000","24.87K","-10.72%"
"05/27/2021","3,311,000","3,476,000","3,476,000","3,311,000","15.14K","-4.75%"
"05/26/2021","3,476,000","3,313,000","3,476,000","3,313,000","21.80K","4.92%"
"05/25/2021","3,313,000","3,216,000","3,313,000","3,198,000","31.56K","3.11%"
"05/24/2021","3,213,000","2,575,000","3,213,000","2,575,000","51.49K","24.73%"
"05/23/2021","2,576,000","2,899,000","2,899,000","2,576,000","64.08K","-10.99%"
"05/22/2021","2,894,000","3,192,000","3,192,000","2,894,000","20.11K","-9.34%"
"05/21/2021","3,192,000","3,500,000","3,500,000","3,192,000","57.66K","-8.70%"
"05/20/2021","3,496,000","3,337,000","3,496,000","3,271,000","11.55K","5.27%"
"05/19/2021","3,321,000","4,186,000","4,186,000","3,321,000","72.72K","-20.76%"
"05/18/2021","4,191,000","4,073,000","4,191,000","4,073,000","23.35K","2.82%"
"05/17/2021","4,076,000","4,440,000","4,440,000","4,076,000","40.20K","-8.12%"
"05/16/2021","4,436,000","4,546,000","4,665,000","4,436,000","40.06K","-2.25%"
"05/15/2021","4,538,000","5,025,000","5,025,000","4,538,000","26.99K","-9.73%"
"05/14/2021","5,027,000","4,708,000","5,027,000","4,708,000","18.37K","6.78%"
"05/13/2021","4,708,000","4,665,000","4,882,000","4,665,000","37.96K","1.10%"
"05/12/2021","4,657,000","5,112,000","5,324,000","4,657,000","66.34K","-8.86%"
"05/11/2021","5,110,000","4,998,000","5,110,000","4,840,000","17.50K","2.20%"
"05/10/2021","5,000,000","4,800,000","5,080,000","4,800,000","33.43K","4.17%"
"05/09/2021","4,800,000","4,764,000","4,883,000","4,764,000","15.80K","0.78%"
"05/08/2021","4,763,000","4,164,000","4,763,000","4,164,000","46.42K","14.55%"
"05/07/2021","4,158,000","4,233,000","4,233,000","4,158,000","20.46K","-1.79%"
"05/06/2021","4,234,000","4,206,000","4,234,000","4,204,000","31.85K","0.64%"
"05/05/2021","4,207,000","4,028,000","4,207,000","4,028,000","33.85K","3.37%"
"05/04/2021","4,070,000","4,205,000","4,304,000","4,060,000","29.81K","-3.10%"
"05/03/2021","4,200,000","3,565,000","4,200,000","3,565,000","41.78K","17.81%"
"05/02/2021","3,565,000","3,510,000","3,565,000","3,510,000","9.39K","1.57%"
"05/01/2021","3,510,000","3,275,000","3,510,000","3,275,000","14.15K","7.18%"
"04/30/2021","3,275,000","3,281,000","3,281,000","3,251,000","11.80K","-0.15%"
"04/29/2021","3,280,000","3,210,000","3,280,000","3,210,000","12.73K","2.05%"
"04/28/2021","3,214,000","3,136,000","3,214,000","3,136,000","16.64K","2.49%"
"04/27/2021","3,136,000","3,008,000","3,136,000","3,008,000","13.00K","4.26%"
"04/26/2021","3,008,000","2,823,000","3,008,000","2,823,000","14.50K","6.55%"
"04/25/2021","2,823,000","2,693,000","2,823,000","2,693,000","26.33K","4.75%"
"04/24/2021","2,695,000","2,837,000","2,837,000","2,695,000","15.12K","-5.04%"
"04/23/2021","2,838,000","2,754,000","2,838,000","2,599,000","26.04K","2.98%"
"04/22/2021","2,756,000","2,973,000","3,145,000","2,756,000","59.94K","-7.36%"
"04/21/2021","2,975,000","2,904,000","3,039,000","2,904,000","16.06K","2.44%"
"04/20/2021","2,904,000","2,761,000","2,904,000","2,721,000","20.86K","5.14%"
"04/19/2021","2,762,000","3,017,000","3,017,000","2,762,000","26.53K","-8.45%"
"04/18/2021","3,017,000","3,010,000","3,017,000","2,843,000","26.82K","0.23%"
"04/17/2021","3,010,000","3,134,000","3,134,000","3,010,000","15.23K","-3.93%"
"04/16/2021","3,133,000","3,162,000","3,177,000","3,133,000","20.86K","-0.92%"
"04/15/2021","3,162,000","3,099,000","3,162,000","3,099,000","9.89K","2.07%"
"04/14/2021","3,098,000","2,918,000","3,111,000","2,918,000","15.67K","6.13%"
"04/13/2021","2,919,000","2,785,000","2,919,000","2,785,000","19.96K","4.81%"
"04/12/2021","2,785,000","2,815,000","2,815,000","2,785,000","6.93K","-1.07%"
"04/11/2021","2,815,000","2,796,000","2,815,000","2,796,000","6.39K","0.68%"
"04/10/2021","2,796,000","2,689,000","2,796,000","2,689,000","16.58K","3.98%"
"04/09/2021","2,689,000","2,694,000","2,712,000","2,689,000","7.03K","-0.19%"
"04/08/2021","2,694,000","2,560,000","2,694,000","2,555,000","10.69K","5.23%"
"04/07/2021","2,560,000","2,830,000","2,833,000","2,560,000","16.36K","-9.57%"
"04/06/2021","2,831,000","2,793,000","2,831,000","2,793,000","17.23K","1.36%"
"04/05/2021","2,793,000","2,639,000","2,793,000","2,639,000","23.04K","5.84%"
"04/04/2021","2,639,000","2,540,000","2,646,000","2,540,000","10.59K","3.90%"
"04/03/2021","2,540,000","2,667,000","2,667,000","2,540,000","26.21K","-0.78%"
"04/02/2021","2,560,000","2,360,000","2,562,000","2,340,000","49.79K","8.47%"
"04/01/2021","2,360,000","2,206,000","2,378,000","2,201,000","53.30K","6.98%"
"03/31/2021","2,206,000","2,187,000","2,233,000","2,151,000","51.31K","-0.09%"
"03/30/2021","2,208,000","2,156,000","2,208,000","2,156,000","7.58K","2.41%"
"03/29/2021","2,156,000","2,029,000","2,156,000","2,029,000","18.72K","6.26%"
"03/28/2021","2,029,000","2,040,000","2,040,000","2,029,000","5.61K","-0.54%"
"03/27/2021","2,040,000","2,027,000","2,040,000","2,027,000","9.07K","0.74%"
"03/26/2021","2,025,000","1,951,000","2,025,000","1,951,000","8.63K","3.79%"
"03/25/2021","1,951,000","1,956,000","1,970,000","1,949,000","8.35K","-0.26%"
"03/24/2021","1,956,000","2,004,000","2,028,000","1,956,000","22.94K","-2.40%"
"03/23/2021","2,004,000","2,002,000","2,031,000","2,002,000","11.44K","0.15%"
"03/22/2021","2,001,000","2,088,000","2,099,000","2,001,000","23.54K","-4.17%"
"03/21/2021","2,088,000","2,098,000","2,098,000","2,088,000","7.23K","-0.48%"
"03/20/2021","2,098,000","2,107,000","2,153,000","2,098,000","14.94K","-0.43%"
"03/19/2021","2,107,000","2,062,000","2,107,000","2,062,000","8.05K","2.18%"
"03/18/2021","2,062,000","2,114,000","2,114,000","2,062,000","13.67K","-2.46%"
"03/17/2021","2,114,000","2,093,000","2,114,000","2,048,000","20.37K","1.00%"
"03/16/2021","2,093,000","2,077,000","2,098,000","2,041,000","12.73K","0.77%"
"03/15/2021","2,077,000","2,148,000","2,148,000","2,015,000","12.20K","-3.26%"
"03/14/2021","2,147,000","2,218,000","2,219,000","2,147,000","11.71K","-3.11%"
"03/13/2021","2,216,000","2,050,000","2,216,000","2,050,000","23.42K","8.04%"
"03/12/2021","2,051,000","2,090,000","2,090,000","2,051,000","16.02K","-1.82%"
"03/11/2021","2,089,000","2,062,000","2,089,000","2,062,000","19.73K","1.36%"
"03/10/2021","2,061,000","2,144,000","2,144,000","2,061,000","27.03K","-3.78%"
"03/09/2021","2,142,000","2,092,000","2,142,000","2,075,000","16.19K","2.39%"
"03/08/2021","2,092,000","1,965,000","2,092,000","1,965,000","27.72K","6.35%"
"03/07/2021","1,967,000","1,895,000","1,967,000","1,892,000","18.70K","3.80%"
"03/06/2021","1,895,000","1,771,000","1,895,000","1,771,000","43.89K","7.06%"
"03/05/2021","1,770,000","1,791,000","1,791,000","1,770,000","44.35K","-1.28%"
"03/04/2021","1,793,000","1,799,000","1,810,000","1,787,000","27.26K","-0.33%"
"03/03/2021","1,799,000","1,719,000","1,799,000","1,719,000","23.78K","4.71%"
"03/02/2021","1,718,000","1,783,000","1,783,000","1,718,000","55.64K","-3.65%"
"03/01/2021","1,783,000","1,627,000","1,783,000","1,627,000","25.27K","9.59%"
"02/28/2021","1,627,000","1,691,000","1,691,000","1,627,000","54.06K","-3.78%"
"02/27/2021","1,691,000","1,672,000","1,691,000","1,672,000","68.97K","0.89%"
"02/26/2021","1,676,000","1,697,000","1,697,000","1,669,000","53.59K","-1.12%"
"02/25/2021","1,695,000","1,846,000","1,846,000","1,695,000","38.96K","-8.23%"
"02/24/2021","1,847,000","1,777,000","1,893,000","1,777,000","27.11K","4.00%"
"02/23/2021","1,776,000","2,028,000","2,028,000","1,685,000","46.73K","-12.43%"
"02/22/2021","2,028,000","2,204,000","2,204,000","2,028,000","40.95K","-7.99%"
"02/21/2021","2,204,000","2,195,000","2,220,000","2,195,000","15.17K","0.36%"
"02/20/2021","2,196,000","2,222,000","2,290,000","2,196,000","32.56K","-1.17%"
"02/19/2021","2,222,000","2,175,000","2,222,000","2,170,000","20.24K","2.11%"
"02/18/2021","2,176,000","2,039,000","2,176,000","2,039,000","15.70K","6.67%"
"02/17/2021","2,040,000","1,984,000","2,040,000","1,984,000","15.36K","2.82%"
"02/16/2021","1,984,000","1,949,000","1,984,000","1,949,000","16.87K","1.90%"
"02/15/2021","1,947,000","1,951,000","1,955,000","1,929,000","15.18K","-0.21%"
"02/14/2021","1,951,000","1,947,000","1,970,000","1,947,000","15.58K","0.15%"
"02/13/2021","1,948,000","1,978,000","1,985,000","1,948,000","18.18K","-1.52%"
"02/12/2021","1,978,000","1,916,000","1,978,000","1,916,000","29.40K","3.18%"
"02/11/2021","1,917,000","1,887,000","1,917,000","1,887,000","19.36K","1.59%"
"02/10/2021","1,887,000","1,852,000","1,887,000","1,852,000","27.44K","1.89%"
"02/09/2021","1,852,000","1,850,000","1,852,000","1,850,000","17.36K","0.11%"
"02/08/2021","1,850,000","1,747,000","1,850,000","1,747,000","62.42K","5.84%"
"02/07/2021","1,748,000","1,784,000","1,784,000","1,694,000","45.35K","-2.07%"
"02/06/2021","1,785,000","1,817,000","1,817,000","1,785,000","29.66K","-1.76%"
"02/05/2021","1,817,000","1,722,000","1,838,000","1,722,000","37.09K","5.52%"
"02/04/2021","1,722,000","1,741,000","1,741,000","1,722,000","47.66K","-1.15%"
"02/03/2021","1,742,000","1,613,000","1,742,000","1,613,000","63.13K","8.00%"
"02/02/2021","1,613,000","1,494,000","1,613,000","1,494,000","69.87K","8.04%"
"02/01/2021","1,493,000","1,443,000","1,493,000","1,443,000","31.55K","3.54%"
"01/31/2021","1,442,000","1,487,000","1,487,000","1,442,000","31.66K","-2.96%"
"01/30/2021","1,486,000","1,507,000","1,507,000","1,464,000","41.38K","-1.39%"
"01/29/2021","1,507,000","1,463,000","1,511,000","1,463,000","44.64K","3.01%"
"01/28/2021","1,463,000","1,401,000","1,463,000","1,401,000","34.86K","4.35%"
"01/27/2021","1,402,000","1,512,000","1,512,000","1,402,000","71.46K","-7.21%"
"01/26/2021","1,511,000","1,474,000","1,511,000","1,474,000","47.92K","2.58%"
"01/25/2021","1,473,000","1,532,000","1,536,000","1,473,000","76.64K","-3.73%"
"01/24/2021","1,530,000","1,365,000","1,530,000","1,365,000","60.74K","12.09%"
"01/23/2021","1,365,000","1,358,000","1,372,000","1,358,000","25.01K","0.52%"
"01/22/2021","1,358,000","1,241,000","1,358,000","1,241,000","54.27K","9.25%"
"01/21/2021","1,243,000","1,523,000","1,523,000","1,243,000","115.00K","-18.38%"
"01/20/2021","1,523,000","1,503,000","1,523,000","1,447,000","65.76K","1.26%"
"01/19/2021","1,504,000","1,373,000","1,504,000","1,373,000","60.68K","9.54%"
"01/18/2021","1,373,000","1,361,000","1,373,000","1,336,000","18.54K","0.73%"
"01/17/2021","1,363,000","1,366,000","1,366,000","1,363,000","31.08K","-0.22%"
"01/16/2021","1,366,000","1,306,000","1,366,000","1,306,000","69.29K","4.51%"
"01/15/2021","1,307,000","1,343,000","1,343,000","1,307,000","93.50K","-2.83%"
"01/14/2021","1,345,000","1,251,000","1,345,000","1,251,000","70.54K","7.51%"
"01/13/2021","1,251,000","1,191,000","1,251,000","1,152,000","48.88K","5.30%"
"01/12/2021","1,188,000","1,241,000","1,241,000","1,188,000","65.07K","-4.27%"
